Round,PDR
1,0.95
2,0.9501115924904818
3,0.9500529741183593
4,0.9501066797964878
5,0.9501137755995099
6,0.950037147102526
7,0.9500193723363037
8,0.9500402900886382
9,0.9501557632398754
10,0.9501289767841788
11,0.9500110107905748
12,0.9500680889695869
13,0.9502093997208003
14,0.9500356887937188
15,0.9501331396756233
16,0.950098814229249
17,0.9502251125562782
18,0.9500126871352449
19,0.9500128832775058
20,0.95
21,0.9501061571125266
22,0.9502018842530283
23,0.9502324309543342
24,0.95
25,0.9501958589815332
26,0.9501275148767356
27,0.9502715061446128
28,0.9502602660497398
29,0.9502038439138032
30,0.9501466275659824
31,0.9500443393437777
32,0.9500448698773557
33,0.9501058361052314
34,0.9501681442983797
35,0.9500616522811344
36,0.9502796768178993
37,0.9502658742571161
38,0.95
39,0.9500159184972938
40,0.9500480307396734
41,0.9502583979328165
42,0.95
43,0.9502129053390108
44,0.95
45,0.9500826446280992
46,0.9502322495023225
47,0.9502338009352037
48,0.9501683501683502
49,0.9503063308373043
50,0.95
51,0.950259067357513
52,0.9501915708812261
53,0.9502103786816269
54,0.9501414427157001
55,0.9502133712660028
56,0.9503394069310468
57,0.9500538986704995
58,0.9501805054151624
59,0.9502722323049002
60,0.9500546846518411
61,0.9501100513573001
62,0.9502395871728714
63,0.9503151649981461
64,0.9501673484566754
65,0.950037565740045
66,0.9501322251605592
67,0.9501711677443895
68,0.9501533742331288
69,0.9501160092807425
70,0.9501945525291828
71,0.9503518373729476
72,0.950098231827112
73,0.95009900990099
74,0.9503377036154151
75,0.9501396090945353
76,0.9500798722044729
77,0.9503205128205128
78,0.9500604107933951
79,0.9503231017770598
80,0.9501418727199027
81,0.9502649816551162
82,0.95004095004095
83,0.950123660346249
84,0.9503927242662257
85,0.9501454092230993
86,0.95
87,0.9502508361204013
88,0.950104821802935
89,0.950357593605385
90,0.9501899535669058
91,0.950021177467175
92,0.9502551020408163
93,0.9500640204865557
94,0.9503211991434689
95,0.9501289767841788
96,0.9503025064822818
97,0.9500217296827467
98,0.9502400698384985
99,0.95
100,0.9502640845070423
101,0.95
102,0.9502000889284127
103,0.9500891265597148
104,0.9503577817531306
105,0.9502465262214254
106,0.9500674763832658
107,0.950383400992332
108,0.9502037120869171
109,0.9500227169468424
110,0.950296397628819
111,0.950091575091575
112,0.9502991256327658
113,0.9501154734411086
114,0.9504400185270959
115,0.9502093997208003
116,0.9504441327723235
117,0.9501645510108133
118,0.95002357378595
119,0.9502840909090909
120,0.9501661129568106
121,0.9500475737392959
122,0.9502868068833652
123,0.9501199040767386
124,0.950337512054002
125,0.9501934235976789
126,0.9504373177842566
127,0.9502923976608187
128,0.950441609421001
129,0.9502952755905512
130,0.9502217841301134
131,0.950098814229249
132,0.9503229011425732
133,0.9501743896362731
134,0.9500249875062469
135,0.9503510531594784
136,0.9501008064516129
137,0.95
138,0.9503294475418145
139,0.9500254971953085
140,0.9504343382728666
141,0.9502053388090349
142,0.9501028806584362
143,0.9503619441571872
144,0.950259067357513
145,0.9500520291363164
146,0.9503916449086162
147,0.9501312335958005
148,0.95
149,0.95042194092827
150,0.9502382212811011
151,0.9500531349628055
152,0.950479233226837
153,0.9503470368392952
154,0.9501607717041801
155,0.9503775620280475
156,0.9501355013550136
157,0.95
158,0.950381679389313
159,0.9503275109170306
160,0.9501642935377875
161,0.9504678040726472
162,0.9502487562189055
163,0.9501936912008855
164,0.9500831946755408
165,0.9505280711506392
166,0.9504730105731776
167,0.9503070910106086
168,0.9501958589815332
169,0.9504225352112676
170,0.9503666102650874
171,0.9502543810062182
172,0.9501416430594901
173,0.9505119453924915
174,0.9504555808656037
175,0.9503990877993158
176,0.9503141062250143
177,0.9501718213058419
178,0.9504322766570605
179,0.9502602660497398
180,0.9501738122827347
181,0.9503504672897196
182,0.9501758499413834
183,0.9500293944738389
184,0.9505591524426134
185,0.9504132231404959
186,0.9501483679525222
187,0.950565812983919
188,0.9503291442250149
189,0.9501201923076923
190,0.9504830917874396
191,0.9503331314354937
192,0.9501216545012166
193,0.9500304692260817
194,0.950337216431637
195,0.9502457002457002
196,0.95
197,0.9504950495049505
198,0.9504643962848297
199,0.9503722084367245
200,0.9500312304809494
201,0.9505012531328321
202,0.9504080351537979
203,0.9503768844221105
204,0.9500316255534472
205,0.9503184713375796
206,0.95022335673261
207,0.9505459216441875
208,0.9504185447520928
209,0.9502262443438914
210,0.9500648508430609
211,0.9505208333333334
212,0.9504240052185258
213,0.9502292075965947
214,0.95
215,0.950592885375494
216,0.9504296100462657
217,0.9503311258278145
218,0.9501329787234043
219,0.9501329787234043
220,0.9506337558372249
221,0.9504353650368386
222,0.9501683501683502
223,0.9501011463250169
224,0.95
225,0.9504076086956522
226,0.9502385821404227
227,0.9502046384720327
228,0.9500683994528044
229,0.9506172839506173
230,0.9504473503097041
231,0.950207468879668
232,0.9501730103806229
233,0.9505915100904663
234,0.9504881450488145
235,0.9503149055283415
236,0.9502103786816269
237,0.950070323488045
238,0.9505649717514124
239,0.9501424501424501
240,0.9506437768240343
241,0.9504310344827587
242,0.9501805054151624
243,0.95
244,0.950509461426492
245,0.9503287070854638
246,0.950256035113387
247,0.9500734214390602
248,0.9506627393225331
249,0.9505169867060561
250,0.9501116902457185
251,0.950561797752809
252,0.9502637528259231
253,0.9500378501135504
254,0.9505703422053232
255,0.950419527078566
256,0.9501915708812261
257,0.95
258,0.9505791505791505
259,0.9502719502719502
260,0.9501169134840218
261,0.9506656225528582
262,0.9505494505494505
263,0.9502369668246445
264,0.95
265,0.950597609561753
266,0.9503602882305845
267,0.9501206757843926
268,0.9500402900886382
269,0.9506072874493927
270,0.950446791226645
271,0.9501226492232215
272,0.9507389162561576
273,0.9505766062602965
274,0.9503722084367245
275,0.9500831946755408
276,0.9507512520868113
277,0.950544844928751
278,0.9502948609941028
279,0.9500423370025403
280,0.9506802721088435
281,0.9504273504273504
282,0.9502999143101971
283,0.9501289767841788
284,0.9508196721311475
285,0.9506065857885615
286,0.9503484320557491
287,0.9501748251748252
288,0.9501312335958005
289,0.9507908611599297
290,0.9504862953138815
291,0.950354609929078
292,0.9502222222222222
293,0.9507609668755596
294,0.9507168458781362
295,0.9504950495049505
296,0.950316169828365
297,0.9501811594202898
298,0.95
299,0.9506849315068493
300,0.9505494505494505
301,0.9502304147465438
302,0.9500462534690102
303,0.9507892293407614
304,0.9505597014925373
305,0.950420954162769
306,0.950281425891182
307,0.950187969924812
308,0.9500941619585688
309,0.9500471253534402
310,0.9508041627246925
311,0.9506172839506173
312,0.950381679389313
313,0.9502868068833652
314,0.950143815915628
315,0.95
316,0.9508670520231214
317,0.9506769825918762
318,0.9503891050583657
319,0.9502923976608187
320,0.9502923976608187
321,0.9501953125
322,0.9501466275659824
323,0.9500489715964741
324,0.9508840864440079
325,0.9507874015748031
326,0.9504459861248761
327,0.9501495513459621
328,0.9500499500499501
329,0.95
330,0.950950950950951
331,0.950950950950951
332,0.9509018036072144
333,0.9508032128514057
334,0.9507042253521126
335,0.9505549949545913
336,0.9504550050556118
337,0.950354609929078
338,0.9502032520325203
339,0.9501018329938901
340,0.9500509683995922
341,0.95
342,0.9507692307692308
343,0.9507186858316222
344,0.9505664263645726
345,0.9503105590062112
346,0.9500520291363164
347,0.9509394572025052
348,0.950836820083682
349,0.950682056663169
350,0.9506302521008403
351,0.9505263157894737
352,0.9504741833508957
353,0.9503695881731784
354,0.9502645502645503
355,0.9502118644067796
356,0.9501590668080594
357,0.9509594882729211
358,0.9508021390374332
359,0.9506966773847803
360,0.9505376344086022
361,0.9505376344086022
362,0.9504843918191603
363,0.9503775620280475
364,0.9502164502164502
365,0.9502164502164502
366,0.9500542888165038
367,0.9510337323177367
368,0.9508733624454149
369,0.9508733624454149
370,0.9507658643326039
371,0.9506578947368421
372,0.9504405286343612
373,0.9504405286343612
374,0.9502762430939227
375,0.9502212389380531
376,0.950110864745011
377,0.9500554938956715
378,0.9510022271714922
379,0.9509476031215162
380,0.9508928571428571
381,0.9507829977628636
382,0.9506172839506173
383,0.950561797752809
384,0.950561797752809
385,0.9504504504504504
386,0.9503945885005637
387,0.9502824858757062
388,0.9501698754246886
389,0.95
390,0.9510807736063709
391,0.9510250569476082
392,0.9509132420091324
393,0.9509132420091324
394,0.9508009153318078
395,0.9507445589919816
396,0.9506314580941446
397,0.9505747126436782
398,0.9504608294930875
399,0.9502314814814815
400,0.9500580720092915
401,0.951048951048951
402,0.9509918319719953
403,0.9509345794392523
404,0.9506462984723855
405,0.9504716981132075
406,0.9504132231404959
407,0.950354609929078
408,0.9501187648456056
409,0.9509569377990431
410,0.9508982035928144
411,0.9508393285371702
412,0.9507803121248499
413,0.9507211538461539
414,0.9507211538461539
415,0.9505428226779252
416,0.9504830917874396
417,0.9504232164449818
418,0.950363196125908
419,0.9503030303030303
420,0.9501216545012166
421,0.9511599511599511
422,0.9510403916768666
423,0.9509803921568627
424,0.950920245398773
425,0.9508599508599509
426,0.9507389162561576
427,0.9507389162561576
428,0.9506172839506173
429,0.9504950495049505
430,0.9503722084367245
431,0.9502487562189055
432,0.9501246882793017
433,0.9500624219725343
434,0.9510050251256281
435,0.9509433962264151
436,0.9508816120906801
437,0.9506953223767383
438,0.9506953223767383
439,0.9504447268106735
440,0.950381679389313
441,0.9502551020408163
442,0.9512195121951219
443,0.9511568123393316
444,0.9509043927648578
445,0.9507133592736705
446,0.9506493506493506
447,0.9506493506493506
448,0.9506493506493506
449,0.9503916449086162
450,0.9503916449086162
451,0.9502617801047121
452,0.9500657030223391
453,0.9511873350923483
454,0.9511228533685601
455,0.9509933774834437
456,0.9509283819628647
457,0.9506008010680908
458,0.9505347593582888
459,0.9504685408299867
460,0.9502688172043011
461,0.9502018842530283
462,0.9500674763832658
463,0.95
464,0.9512855209742895
465,0.9508867667121419
466,0.9504814305364512
467,0.9504132231404959
468,0.9503448275862069
469,0.950207468879668
470,0.9501385041551247
471,0.9513212795549374
472,0.9511173184357542
473,0.951048951048951
474,0.9509803921568627
475,0.9509803921568627
476,0.9507735583684951
477,0.9507042253521126
478,0.9506346967559943
479,0.9504249291784702
480,0.9502133712660028
481,0.9501424501424501
482,0.9501424501424501
483,0.9500713266761769
484,0.95
485,0.9512893982808023
486,0.9512195121951219
487,0.9512195121951219
488,0.9510791366906475
489,0.9510791366906475
490,0.9507959479015919
491,0.9506531204644412
492,0.9504373177842566
493,0.9502923976608187
494,0.9501466275659824
495,0.95
496,0.9513991163475699
497,0.9512555391432792
498,0.9511834319526628
499,0.9511111111111111
500,0.950965824665676
501,0.9508928571428571
502,0.9508928571428571
503,0.9508928571428571
504,0.9508196721311475
505,0.9507462686567164
506,0.9507462686567164
507,0.9506726457399103
508,0.9505988023952096
509,0.9504504504504504
510,0.9502262443438914
511,0.9501510574018127
512,0.9501510574018127
513,0.95
514,0.9514415781487102
515,0.9513677811550152
516,0.9512937595129376
517,0.9510703363914373
518,0.9510703363914373
519,0.9509954058192955
520,0.950920245398773
521,0.950920245398773
522,0.9508448540706606
523,0.9506172839506173
524,0.9505409582689336
525,0.9505409582689336
526,0.9503105590062112
527,0.9503105590062112
528,0.9501557632398754
529,0.9501557632398754
530,0.95141065830721
531,0.95141065830721
532,0.9513343799058085
533,0.9512578616352201
534,0.9511811023622048
535,0.9511041009463722
536,0.9511041009463722
537,0.9508716323296355
538,0.9508716323296355
539,0.9507936507936507
540,0.9507936507936507
541,0.9507936507936507
542,0.9507154213036566
543,0.9507154213036566
544,0.9507154213036566
545,0.9507154213036566
546,0.9506369426751592
547,0.9506369426751592
548,0.9506369426751592
549,0.950479233226837
550,0.9504
551,0.9503205128205128
552,0.95
553,0.9514563106796117
554,0.9512987012987013
555,0.9511400651465798
556,0.9508196721311475
557,0.9507389162561576
558,0.9507389162561576
559,0.9505766062602965
560,0.9504132231404959
561,0.9503311258278145
562,0.9503311258278145
563,0.9502487562189055
564,0.9501661129568106
565,0.9515859766277128
566,0.9515050167224081
567,0.9515050167224081
568,0.9514237855946399
569,0.9514237855946399
570,0.9513422818791947
571,0.9512605042016806
572,0.9510961214165261
573,0.9509306260575296
574,0.9509306260575296
575,0.9508474576271186
576,0.9508474576271186
577,0.9508474576271186
578,0.9506802721088435
579,0.9505119453924915
580,0.9505119453924915
581,0.9505119453924915
582,0.9505119453924915
583,0.9504273504273504
584,0.9504273504273504
585,0.9504273504273504
586,0.9504273504273504
587,0.9503424657534246
588,0.9501718213058419
589,0.9501718213058419
590,0.9501718213058419
591,0.9501718213058419
592,0.9500860585197934
593,0.95
594,0.95
595,0.95
596,0.9513888888888888
597,0.951304347826087
598,0.951304347826087
599,0.9512195121951219
600,0.9512195121951219
601,0.9509632224168126
602,0.9509632224168126
603,0.9509632224168126
604,0.9508771929824561
605,0.9508771929824561
606,0.9507908611599297
607,0.9507908611599297
608,0.9507908611599297
609,0.9507042253521126
610,0.9507042253521126
611,0.9507042253521126
612,0.9506172839506173
613,0.9504424778761061
614,0.9504424778761061
615,0.950354609929078
616,0.9502664298401421
617,0.9502664298401421
618,0.9502664298401421
619,0.9502664298401421
620,0.9501779359430605
621,0.9500891265597148
622,0.9516994633273703
623,0.9516994633273703
624,0.9514388489208633
625,0.9513513513513514
626,0.9512635379061372
627,0.9511754068716094
628,0.9511754068716094
629,0.9510869565217391
630,0.9510869565217391
631,0.9509981851179673
632,0.9509981851179673
633,0.9509090909090909
634,0.9508196721311475
635,0.9506398537477148
636,0.9505494505494505
637,0.9504587155963303
638,0.9502762430939227
639,0.9501845018450185
640,0.9501845018450185
641,0.9500924214417745
642,0.95
643,0.95
644,0.95
645,0.95
646,0.9516728624535316
647,0.9516728624535316
648,0.9516728624535316
649,0.9515828677839852
650,0.951310861423221
651,0.9511278195488722
652,0.9511278195488722
653,0.9511278195488722
654,0.9510357815442562
655,0.9510357815442562
656,0.9506641366223909
657,0.9506641366223909
658,0.9504761904761905
659,0.950381679389313
660,0.9502868068833652
661,0.9501915708812261
662,0.9500959692898272
663,0.9500959692898272
664,0.9500959692898272
665,0.95
666,0.95
667,0.95
668,0.9518304431599229
669,0.9518304431599229
670,0.9518304431599229
671,0.9518304431599229
672,0.9517374517374517
673,0.9517374517374517
674,0.9516441005802708
675,0.9514563106796117
676,0.9514563106796117
677,0.9514563106796117
678,0.9513618677042801
679,0.9512670565302144
680,0.9512670565302144
681,0.9512670565302144
682,0.951171875
683,0.951171875
684,0.951171875
685,0.951171875
686,0.951171875
687,0.9510763209393346
688,0.9510763209393346
689,0.9509803921568627
690,0.9508840864440079
691,0.9507874015748031
692,0.9507874015748031
693,0.9507874015748031
694,0.9507874015748031
695,0.9506903353057199
696,0.9504950495049505
697,0.9504950495049505
698,0.9503968253968254
699,0.9503968253968254
700,0.9502982107355865
701,0.950199203187251
702,0.9500998003992016
703,0.9500998003992016
704,0.9500998003992016
705,0.95
706,0.9519038076152304
707,0.9517102615694165
708,0.9516129032258065
709,0.9516129032258065
710,0.9516129032258065
711,0.951417004048583
712,0.9512195121951219
713,0.9511201629327902
714,0.9511201629327902
715,0.9510204081632653
716,0.9510204081632653
717,0.950920245398773
718,0.950920245398773
719,0.9508196721311475
720,0.9508196721311475
721,0.9508196721311475
722,0.9507186858316222
723,0.9506172839506173
724,0.9506172839506173
725,0.9506172839506173
726,0.9504132231404959
727,0.9504132231404959
728,0.9504132231404959
729,0.9504132231404959
730,0.950207468879668
731,0.9501039501039501
732,0.95
733,0.95
734,0.9519832985386222
735,0.9517819706498952
736,0.9516806722689075
737,0.9515789473684211
738,0.9515789473684211
739,0.9515789473684211
740,0.9514767932489452
741,0.9513742071881607
742,0.9513742071881607
743,0.9511677282377919
744,0.9511677282377919
745,0.9509594882729211
746,0.9509594882729211
747,0.9509594882729211
748,0.9509594882729211
749,0.9509594882729211
750,0.9509594882729211
751,0.9509594882729211
752,0.9509594882729211
753,0.9509594882729211
754,0.9508547008547008
755,0.9508547008547008
756,0.9507494646680942
757,0.9507494646680942
758,0.9507494646680942
759,0.9505376344086022
760,0.9505376344086022
761,0.9505376344086022
762,0.9505376344086022
763,0.9504310344827587
764,0.9504310344827587
765,0.9504310344827587
766,0.9503239740820735
767,0.9503239740820735
768,0.9502164502164502
769,0.9502164502164502
770,0.9502164502164502
771,0.9501084598698482
772,0.9501084598698482
773,0.9501084598698482
774,0.9501084598698482
775,0.9501084598698482
776,0.9501084598698482
777,0.95
778,0.95
779,0.95
780,0.9520697167755992
781,0.9520697167755992
782,0.9517543859649122
783,0.9516483516483516
784,0.9515418502202643
785,0.9514348785871964
786,0.9512195121951219
787,0.9511111111111111
788,0.9511111111111111
789,0.9510022271714922
790,0.9508928571428571
791,0.9508928571428571
792,0.9508928571428571
793,0.9506726457399103
794,0.9506726457399103
795,0.9503386004514672
796,0.9503386004514672
797,0.9503386004514672
798,0.9503386004514672
799,0.9502262443438914
800,0.9502262443438914
801,0.9501133786848073
802,0.9521640091116174
803,0.952054794520548
804,0.9518348623853211
805,0.9518348623853211
806,0.9518348623853211
807,0.9517241379310345
808,0.9517241379310345
809,0.9517241379310345
810,0.9516129032258065
811,0.9516129032258065
812,0.9516129032258065
813,0.9516129032258065
814,0.9515011547344111
815,0.9515011547344111
816,0.9513888888888888
817,0.951276102088167
818,0.9511627906976744
819,0.951048951048951
820,0.951048951048951
821,0.951048951048951
822,0.9509345794392523
823,0.9509345794392523
824,0.9509345794392523
825,0.9508196721311475
826,0.9505882352941176
827,0.9504716981132075
828,0.9504716981132075
829,0.9504716981132075
830,0.9504716981132075
831,0.9504716981132075
832,0.950354609929078
833,0.950354609929078
834,0.9502369668246445
835,0.9502369668246445
836,0.9502369668246445
837,0.9502369668246445
838,0.9501187648456056
839,0.9501187648456056
840,0.95
841,0.9521531100478469
842,0.9520383693045563
843,0.9520383693045563
844,0.9520383693045563
845,0.9520383693045563
846,0.9520383693045563
847,0.9516908212560387
848,0.9516908212560387
849,0.9516908212560387
850,0.9514563106796117
851,0.9514563106796117
852,0.9514563106796117
853,0.9514563106796117
854,0.9514563106796117
855,0.9514563106796117
856,0.9512195121951219
857,0.9512195121951219
858,0.9511002444987775
859,0.9511002444987775
860,0.9511002444987775
861,0.9511002444987775
862,0.9511002444987775
863,0.9511002444987775
864,0.9511002444987775
865,0.9511002444987775
866,0.9511002444987775
867,0.9511002444987775
868,0.9511002444987775
869,0.9511002444987775
870,0.9511002444987775
871,0.9508599508599509
872,0.9504950495049505
873,0.9504950495049505
874,0.9504950495049505
875,0.9503722084367245
876,0.9501246882793017
877,0.9501246882793017
878,0.9501246882793017
879,0.95
880,0.95
881,0.95
882,0.95
883,0.9523809523809523
884,0.9522613065326633
885,0.9516539440203562
886,0.951530612244898
887,0.951530612244898
888,0.951530612244898
889,0.951530612244898
890,0.9512820512820512
891,0.9512820512820512
892,0.9511568123393316
893,0.9511568123393316
894,0.9511568123393316
895,0.9511568123393316
896,0.9511568123393316
897,0.9511568123393316
898,0.9511568123393316
899,0.9511568123393316
900,0.9510309278350515
901,0.9510309278350515
902,0.9510309278350515
903,0.9510309278350515
904,0.9510309278350515
905,0.9510309278350515
906,0.9509043927648578
907,0.9507772020725389
908,0.9506493506493506
909,0.9506493506493506
910,0.9506493506493506
911,0.9505208333333334
912,0.9505208333333334
913,0.9503916449086162
914,0.9502617801047121
915,0.9502617801047121
916,0.9501312335958005
917,0.95
918,0.9525065963060686
919,0.9525065963060686
920,0.9525065963060686
921,0.9525065963060686
922,0.9523809523809523
923,0.9523809523809523
924,0.9523809523809523
925,0.9523809523809523
926,0.9522546419098143
927,0.9522546419098143
928,0.9521276595744681
929,0.952
930,0.952
931,0.952
932,0.9517426273458445
933,0.9517426273458445
934,0.9517426273458445
935,0.9517426273458445
936,0.9514824797843666
937,0.9514824797843666
938,0.9513513513513514
939,0.9512195121951219
940,0.9512195121951219
941,0.9509536784741145
942,0.9509536784741145
943,0.9509536784741145
944,0.9508196721311475
945,0.9506849315068493
946,0.9506849315068493
947,0.9506849315068493
948,0.9506849315068493
949,0.9505494505494505
950,0.9505494505494505
951,0.9502762430939227
952,0.9501385041551247
953,0.9501385041551247
954,0.9501385041551247
955,0.9501385041551247
956,0.9501385041551247
957,0.9526462395543176
958,0.9526462395543176
959,0.9526462395543176
960,0.9526462395543176
961,0.9523809523809523
962,0.952247191011236
963,0.952112676056338
964,0.952112676056338
965,0.9519774011299436
966,0.9518413597733711
967,0.9518413597733711
968,0.9518413597733711
969,0.9517045454545454
970,0.9515669515669516
971,0.9515669515669516
972,0.9514285714285714
973,0.9514285714285714
974,0.9514285714285714
975,0.9514285714285714
976,0.9514285714285714
977,0.9514285714285714
978,0.9512893982808023
979,0.9512893982808023
980,0.9512893982808023
981,0.9512893982808023
982,0.9511494252873564
983,0.9511494252873564
984,0.9508670520231214
985,0.9508670520231214
986,0.9508670520231214
987,0.9508670520231214
988,0.9507246376811594
989,0.9507246376811594
990,0.9507246376811594
991,0.9507246376811594
992,0.9505813953488372
993,0.9504373177842566
994,0.9502923976608187
995,0.9502923976608187
996,0.9502923976608187
997,0.9502923976608187
998,0.95
999,0.9528023598820059
1000,0.9526627218934911
